doc_no,item_seq,sys_no,author,title,edition,imprint,publication_date,citation,barcode,class,collection_code,call_number_key,primary_call_no_desc,item_desc,internal_note,item_status,event_id,event_type,event_category,event_category_label,event_date,event_hour,event_minute,event_day_part,event_month,event_year,event_year_month,patron_status,patron_type
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,29889,Simple Loan,02,Loans,"Aug 27, 2010",13,02,Noon,08,2010,2010/08,Graduate Student,Grad - Law
4658644,10,4658341,"Boswell, Richard A.",Essentials of immigration law /,2nd ed.,"Washington, DC : American Immigration Lawyers Association, c2009.",2009,"Boswell, Richard A. ÊEssentials of immigration law / Richard A. Boswell. ÊWashington, DC : American Immigration Lawyers Association, c2009. Êxvi, 261 p. ; 26 cm. [004658341]",L00524504K,American Immigration and Nationality Law (LAW 351),LRESV,kf#4819 b67 2009,KF4819 .B67 2009,,,01,27225,Simple Loan,02,Loans,"Aug 24, 2011",16,47,Noon,08,2011,2011/08,Graduate Student,Grad - Law
4658644,10,4658341,"Boswell, Richard A.",Essentials of immigration law /,2nd ed.,"Washington, DC : American Immigration Lawyers Association, c2009.",2009,"Boswell, Richard A. ÊEssentials of immigration law / Richard A. Boswell. ÊWashington, DC : American Immigration Lawyers Association, c2009. Êxvi, 261 p. ; 26 cm. [004658341]",L00524504K,American Immigration and Nationality Law (LAW 351),LRESV,kf#4819 b67 2009,KF4819 .B67 2009,,,12,33987,Simple Loan,02,Loans,"Aug 20, 2012",18,07,Evening,08,2012,2012/08,Graduate Student,Grad - Law
4658644,10,4658341,"Boswell, Richard A.",Essentials of immigration law /,2nd ed.,"Washington, DC : American Immigration Lawyers Association, c2009.",2009,"Boswell, Richard A. ÊEssentials of immigration law / Richard A. Boswell. ÊWashington, DC : American Immigration Lawyers Association, c2009. Êxvi, 261 p. ; 26 cm. [004658341]",L00524504K,American Immigration and Nationality Law (LAW 351),LRESV,kf#4819 b67 2009,KF4819 .B67 2009,,,12,16358,Simple Loan,02,Loans,"Sep 11, 2012",08,09,Morning,09,2012,2012/09,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,56486,Simple Loan,02,Loans,"Nov 15, 2010",09,03,Morning,11,2010,2010/11,Graduate Student,Grad - General
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,48483,Simple Loan,02,Loans,"Oct 15, 2010",13,29,Noon,10,2010,2010/10,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,12450,Simple Loan,02,Loans,"Mar 3, 2011",14,14,Noon,03,2011,2011/03,Graduate Student,Grad - Law
3946972,10,3945112,"Magat, Joan Ames.",The lawyer's editing manual /,,"Durham, N.C. : Carolina Academic Press, c2009.",2009,"Magat, Joan Ames. ÊThe lawyer's editing manual / Joan Ames Magat. ÊDurham, N.C. : Carolina Academic Press, c2009. Êxvii, 125 p. ; 23 cm. [003945112]",L00541432J,Judicial Writing (LAW 791),LRESV,"kf""250 m24 2009",KF250 .M24 2009,,Duke Law School author,12,25318,Simple Loan,02,Loans,"Nov 12, 2012",08,50,Morning,11,2012,2012/11,Graduate Student,Grad - Law
3901613,10,3891298,"Scott, Robert E., 1944-",Contract law and theory /,4th ed.,"Newark, NJ : LexisNexis, c2007.",2007,"Scott, Robert E., 1944- ÊContract law and theory / Robert E. Scott, Jody S. Kraus. ÊNewark, NJ : LexisNexis, c2007. Êxxxii, 1071, 12, 5 ; 26 cm. [003891298]",L00535954V,Contracts (LAW 130),LRESV,"kf""801 a7 s34 2007",KF801.A7 S34 2007,,,01,18964,Simple Loan,02,Loans,"Dec 20, 2007",14,09,Noon,12,2007,2007/12,UnKnown-01,UnKnown-BI
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,4052,Simple Loan,02,Loans,"Sep 2, 2010",20,34,Evening,09,2010,2010/09,Graduate Student,Grad - Law
4629689,10,4629604,"Bederman, David J.",International law frameworks /,3rd ed.,"New York, NY : Foundation Press/Thomson Reuters, 2010.",2010,"Bederman, David J. ÊInternational law frameworks / by David J. Bederman. ÊNew York, NY : Foundation Press/Thomson Reuters, 2010. Êxi, 305 p. ; 24 cm. [004629604]",L00513867U,International Law (LAW275),LRESV,kz#3110 b42 a35 2010,KZ3110.B42 A35 2010,,,01,14956,Simple Loan,02,Loans,"Feb 2, 2011",16,02,Noon,02,2011,2011/02,Graduate Student,Grad - Law
4091810,10,4091810,"Newcombe, Andrew Paul, 1968-",Law and practice of investment treaties :,,"Alphen aan den Rijn : Kluwer Law International ; Frederick, MD : Sold and distributed in North, Cent",2009,"Newcombe, Andrew Paul, 1968- ÊLaw and practice of investment treaties : standards of treatment / by Andrew Newcombe, Llu’s Paradell. ÊAlphen aan den Rijn : Kluwer Law International ; Frederick, MD : Sold and distributed in North, Central and South America by Aspen Publishers, c2009. Êxxx, 614 p. ; 25 cm. [004091810]",L00517467U,International Investment Law (LAW 752),LRESV,k#3830 n49 2009,K3830 .N49 2009,,,01,26140,Simple Loan,02,Loans,"Sep 19, 2011",09,02,Morning,09,2011,2011/09,Carrel,Special - Carrel
4080768,10,4080445,"Fox, Charles M.",Working with contracts :,2nd ed.,"New York : Practising Law Institute, c2008.",2008,"Fox, Charles M. ÊWorking with contracts : what law school doesn't teach you / Charles M. Fox. ÊNew York : Practising Law Institute, c2008. Êxix, 314 p. ; 23 cm. [004080445]",L00503459Q,Deal Skills for the Transactional Lawyer (LAW 777),LRESV,"kf""801 f69 2008",KF801 .F69 2008,,,01,9796,Simple Loan,02,Loans,"Apr 2, 2011",16,16,Noon,04,2011,2011/04,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,16857,Simple Loan,02,Loans,"Nov 30, 2011",15,13,Noon,11,2011,2011/11,Law Faculty,Faculty - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,35755,Simple Loan,02,Loans,"Aug 30, 2010",11,50,Morning,08,2010,2010/08,Law Faculty,Staff - General
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,34828,Simple Loan,02,Loans,"Aug 30, 2010",10,33,Morning,08,2010,2010/08,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,31899,Simple Loan,02,Loans,"Sep 10, 2010",10,20,Morning,09,2010,2010/09,Fuqua Masters Student,Grad - Fuqua MBA
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,9166,Simple Loan,02,Loans,"Sep 4, 2010",12,27,Morning,09,2010,2010/09,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,39317,Simple Loan,02,Loans,"Feb 9, 2011",13,54,Noon,02,2011,2011/02,Graduate Student,Grad - Law
4176339,10,4176259,,Hart and Wechsler's The federal courts and the federal system.,"6th ed. / by Richard H. Fallon, Jr., John F. Manning, Daniel J. Meltzer, David L. Shapiro.","New York : Foundation Press : Thomson Reuters, 2009.",2009,"Hart and Wechsler's The federal courts and the federal system. ÊNew York : Foundation Press : Thomson Reuters, 2009. Êcxix, 1514 p. ; 27 cm. [004176259]",L00517726S,Federal Courts (LAW 342),LRESV,kf#8719 h32 2009,KF8719 .H32 2009,,,01,3198,Simple Loan,02,Loans,"Apr 20, 2010",14,37,Noon,04,2010,2010/04,Law Faculty,Faculty - Law
4176339,10,4176259,,Hart and Wechsler's The federal courts and the federal system.,"6th ed. / by Richard H. Fallon, Jr., John F. Manning, Daniel J. Meltzer, David L. Shapiro.","New York : Foundation Press : Thomson Reuters, 2009.",2009,"Hart and Wechsler's The federal courts and the federal system. ÊNew York : Foundation Press : Thomson Reuters, 2009. Êcxix, 1514 p. ; 27 cm. [004176259]",L00517726S,Federal Courts (LAW 342),LRESV,kf#8719 h32 2009,KF8719 .H32 2009,,,01,12538,Simple Loan,02,Loans,"Aug 23, 2010",09,24,Morning,08,2010,2010/08,Graduate Student,Grad - BES
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,11588,Simple Loan,02,Loans,"Sep 5, 2010",18,08,Evening,09,2010,2010/09,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,26922,Simple Loan,02,Loans,"Apr 6, 2011",13,38,Noon,04,2011,2011/04,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,11867,Simple Loan,02,Loans,"Jan 27, 2012",16,40,Noon,01,2012,2012/01,Medical Faculty,Faculty - DUMC
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,42436,Simple Loan,02,Loans,"Nov 22, 2011",12,35,Morning,11,2011,2011/11,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,27674,Simple Loan,02,Loans,"Sep 24, 2010",14,49,Noon,09,2010,2010/09,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,32714,Simple Loan,02,Loans,"Sep 26, 2010",19,43,Evening,09,2010,2010/09,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,17175,Simple Loan,02,Loans,"Jan 7, 2011",15,01,Noon,01,2011,2011/01,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,22068,Simple Loan,02,Loans,"Mar 21, 2011",20,54,Evening,03,2011,2011/03,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,14447,Simple Loan,02,Loans,"Mar 3, 2011",20,02,Evening,03,2011,2011/03,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,42632,Simple Loan,02,Loans,"Nov 2, 2012",14,52,Noon,11,2012,2012/11,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,52525,Simple Loan,02,Loans,"Nov 10, 2011",14,07,Noon,11,2011,2011/11,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,14707,Simple Loan,02,Loans,"Dec 8, 2009",13,42,Noon,12,2009,2009/12,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,1570,Simple Loan,02,Loans,"Feb 19, 2010",12,29,Morning,02,2010,2010/02,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,57057,Simple Loan,02,Loans,"Apr 2, 2010",14,16,Noon,04,2010,2010/04,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,32097,Simple Loan,02,Loans,"Apr 12, 2010",17,08,Evening,04,2010,2010/04,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,3437,Simple Loan,02,Loans,"Nov 1, 2010",15,32,Noon,11,2010,2010/11,Graduate Student,Grad - Law
4195083,20,85432,,Model Negotiation Exercises,,,0,,L00231428K,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,45525,Simple Loan,02,Loans,"Oct 28, 2010",13,03,Noon,10,2010,2010/10,Graduate Student,Grad - Law
4195094,10,85435,Bush,What do we need a mediator for?,,,0,,L00231424G,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,32836,Simple Loan,02,Loans,"Mar 29, 2010",10,05,Morning,03,2010,2010/03,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,12770,Simple Loan,02,Loans,"Aug 23, 2010",10,02,Morning,08,2010,2010/08,Graduate Student,Grad - Law
4195082,10,85431,Raiffa,The Art and Science of Negotiation (excerpts),,,0,,L00231429L,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,18346,Simple Loan,02,Loans,"Nov 30, 2011",19,17,Evening,11,2011,2011/11,Graduate Student,Grad - Law
6246421,10,5443897,"Christie, George C.",Cases and materials on the law of torts /,5th ed.,"St. Paul, MN. : Thomson/West, c2012.",2012,"Christie, George C. ÊCases and materials on the law of torts / by George C. Christie, Joseph Sanders, W. Jonathan Cardi. ÊSt. Paul, MN. : Thomson/West, c2012. Êlvi, 1706 p. ; 26 cm. [005443897]",L00582367V,Torts (LAW 180),LRESV,kf#1249 c48 2012,KF1249 .C48 2012,,,12,2627,Simple Loan,02,Loans,"Nov 20, 2012",13,32,Noon,11,2012,2012/11,Graduate Student,Grad - Law
6246421,10,5443897,"Christie, George C.",Cases and materials on the law of torts /,5th ed.,"St. Paul, MN. : Thomson/West, c2012.",2012,"Christie, George C. ÊCases and materials on the law of torts / by George C. Christie, Joseph Sanders, W. Jonathan Cardi. ÊSt. Paul, MN. : Thomson/West, c2012. Êlvi, 1706 p. ; 26 cm. [005443897]",L00582367V,Torts (LAW 180),LRESV,kf#1249 c48 2012,KF1249 .C48 2012,,,12,32642,Simple Loan,02,Loans,"Nov 29, 2012",18,19,Evening,11,2012,2012/11,Graduate Student,Grad - Law
4317340,850,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486464W,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.4,,12,36723,Simple Loan,02,Loans,"Aug 30, 2010",13,29,Noon,08,2010,2010/08,Graduate Student,Grad - General
4317340,880,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486461T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.7,,12,17541,Simple Loan,02,Loans,"Oct 21, 2010",08,11,Morning,10,2010,2010/10,Graduate Student,Grad - Law
4317340,880,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486461T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.7,,12,16768,Simple Loan,02,Loans,"Jan 5, 2012",09,24,Morning,01,2012,2012/01,Graduate Student,Grad - Law
6281350,20,5478961,"Lange, David, 1938-",Intellectual property :,4th ed.,"St. Paul, MN : West, c2012.",2012,"Lange, David, 1938- ÊIntellectual property : cases and materials / by David Lange ... [et al.]. ÊSt. Paul, MN : West, c2012. Êxl, 1356 p. : ill. ; 26 cm. [005478961]",L00568343T,Intellectual Property (LAW 270),LRESV,kf#2978 l36 2012,KF2978 .L36 2012,c.2,,12,45004,Simple Loan,02,Loans,"Nov 3, 2012",14,14,Noon,11,2012,2012/11,Graduate Student,Grad - Law
6380453,10,5581877,"Gillers, Stephen, 1943-",Regulation of lawyers :,9th ed.,"New York : Wolters Kluwer Law & Business, c2012.",2012,"Gillers, Stephen, 1943- ÊRegulation of lawyers : problems of law and ethics / Stephen Gillers. ÊNew York : Wolters Kluwer Law & Business, c2012. Êxxxiii, 900 p. ; 26 cm. [005581877]",L00568426V,Ethics and the Law of Lawyering in Civil Litigation (LAW 239),LRESV,"kf""306 g55 2012",KF306 .G55 2012,,,12,3149,Simple Loan,02,Loans,"Aug 22, 2012",15,57,Noon,08,2012,2012/08,Graduate Student,Grad - Law
6380453,10,5581877,"Gillers, Stephen, 1943-",Regulation of lawyers :,9th ed.,"New York : Wolters Kluwer Law & Business, c2012.",2012,"Gillers, Stephen, 1943- ÊRegulation of lawyers : problems of law and ethics / Stephen Gillers. ÊNew York : Wolters Kluwer Law & Business, c2012. Êxxxiii, 900 p. ; 26 cm. [005581877]",L00568426V,Ethics and the Law of Lawyering in Civil Litigation (LAW 239),LRESV,"kf""306 g55 2012",KF306 .G55 2012,,,12,3602,Simple Loan,02,Loans,"Nov 5, 2012",15,09,Noon,11,2012,2012/11,Graduate Student,Grad - Law
6246421,10,5443897,"Christie, George C.",Cases and materials on the law of torts /,5th ed.,"St. Paul, MN. : Thomson/West, c2012.",2012,"Christie, George C. ÊCases and materials on the law of torts / by George C. Christie, Joseph Sanders, W. Jonathan Cardi. ÊSt. Paul, MN. : Thomson/West, c2012. Êlvi, 1706 p. ; 26 cm. [005443897]",L00582367V,Torts (LAW 180),LRESV,kf#1249 c48 2012,KF1249 .C48 2012,,,12,37223,Simple Loan,02,Loans,"Sep 17, 2012",12,42,Morning,09,2012,2012/09,Graduate Student,Grad - Law
6246421,10,5443897,"Christie, George C.",Cases and materials on the law of torts /,5th ed.,"St. Paul, MN. : Thomson/West, c2012.",2012,"Christie, George C. ÊCases and materials on the law of torts / by George C. Christie, Joseph Sanders, W. Jonathan Cardi. ÊSt. Paul, MN. : Thomson/West, c2012. Êlvi, 1706 p. ; 26 cm. [005443897]",L00582367V,Torts (LAW 180),LRESV,kf#1249 c48 2012,KF1249 .C48 2012,,,12,17941,Simple Loan,02,Loans,"Sep 11, 2012",12,46,Morning,09,2012,2012/09,Graduate Student,Grad - Law
5068247,20,5068238,"Schmalbeck, Richard L.",Federal income taxation /,3rd ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Schmalbeck, Richard L. ÊFederal income taxation / Richard Schmalbeck, Lawrence Zelenak. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxxi, 957 p. ; 26 cm. + teacher's manual. [005068238]",L00567534U,Federal Income Taxation (LAW 255),LRESV,kf#6369 s36 2011,KF6369 .S36 2011,c.2,,12,25308,Simple Loan,02,Loans,"Sep 13, 2012",09,03,Morning,09,2012,2012/09,Graduate Student,Other - Visiting Scholar
4317340,880,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486461T,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.7,,12,31408,Simple Loan,02,Loans,"Feb 18, 2012",10,15,Morning,02,2012,2012/02,Graduate Student,Grad - General
